Selectivity,end,end_year,start_year,Sex,year,Age,proportion,year2
Fishery,46,2021,1995,Male,2007,2,0.09587637738341803,2007
Fishery,46,2021,1995,Male,2008,2,0.09587637738341803,2008
Fishery,46,2021,1995,Male,2009,2,0.09587637738341803,2009
Fishery,46,2021,1995,Male,2010,2,0.09587637738341803,2010
Fishery,46,2021,1995,Male,2011,2,0.09587637738341803,2011
Fishery,46,2021,1995,Male,2012,2,0.09587637738341803,2012
Fishery,46,2021,1995,Male,2013,2,0.09587637738341803,2013
Fishery,46,2021,1995,Male,2014,2,0.09587637738341803,2014
Fishery,46,2021,1995,Male,2015,2,0.09587637738341803,2015
Fishery,46,2021,1995,Male,2016,2,0.09587637738341803,2016
Fishery,46,2021,1995,Male,2017,2,0.09587637738341803,2017
Fishery,46,2021,1995,Male,2018,2,0.09587637738341803,2018
Fishery,46,2021,1995,Male,2019,2,0.09587637738341803,2019
Fishery,46,2021,1995,Male,2020,2,0.09587637738341803,2020
Fishery,46,2021,1995,Male,2021,2,0.09587637738341803,2021
Fishery,48,2023,2022,Male,2022,2,0.13718961653409387,2022
Fishery,48,2023,2022,Male,2023,2,0.13718961653409387,2023
Fishery,19,1994,1975,Female,1975,2,0.2900165212398887,1975
Fishery,19,1994,1975,Female,1976,2,0.2900165212398887,1976
Fishery,19,1994,1975,Female,1977,2,0.2900165212398887,1977
Fishery,19,1994,1975,Female,1978,2,0.2900165212398887,1978
Fishery,19,1994,1975,Female,1979,2,0.2900165212398887,1979
Fishery,19,1994,1975,Female,1980,2,0.2900165212398887,1980
Fishery,19,1994,1975,Female,1981,2,0.2900165212398887,1981
Fishery,19,1994,1975,Female,1982,2,0.2900165212398887,1982
Fishery,19,1994,1975,Female,1983,2,0.2900165212398887,1983
Fishery,19,1994,1975,Female,1984,2,0.2900165212398887,1984
Fishery,19,1994,1975,Female,1985,2,0.2900165212398887,1985
Fishery,19,1994,1975,Female,1986,2,0.2900165212398887,1986
Fishery,19,1994,1975,Female,1987,2,0.2900165212398887,1987
Fishery,19,1994,1975,Female,1988,2,0.2900165212398887,1988
Fishery,19,1994,1975,Female,1989,2,0.2900165212398887,1989
Fishery,19,1994,1975,Female,1990,2,0.2900165212398887,1990
Fishery,19,1994,1975,Female,1991,2,0.2900165212398887,1991
Fishery,19,1994,1975,Female,1992,2,0.2900165212398887,1992
Fishery,19,1994,1975,Female,1993,2,0.2900165212398887,1993
Fishery,19,1994,1975,Female,1994,2,0.2900165212398887,1994
Fishery,46,2021,1995,Female,1995,2,0.08678924537366947,1995
Fishery,46,2021,1995,Female,1996,2,0.08678924537366947,1996
Fishery,46,2021,1995,Female,1997,2,0.08678924537366947,1997
Fishery,46,2021,1995,Female,1998,2,0.08678924537366947,1998
Fishery,46,2021,1995,Female,1999,2,0.08678924537366947,1999
Fishery,46,2021,1995,Female,2000,2,0.08678924537366947,2000
Fishery,46,2021,1995,Female,2001,2,0.08678924537366947,2001
Fishery,46,2021,1995,Female,2002,2,0.08678924537366947,2002
Fishery,46,2021,1995,Female,2003,2,0.08678924537366947,2003
Fishery,46,2021,1995,Female,2004,2,0.08678924537366947,2004
Fishery,46,2021,1995,Female,2005,2,0.08678924537366947,2005
Fishery,46,2021,1995,Female,2006,2,0.08678924537366947,2006
Fishery,46,2021,1995,Female,2007,2,0.08678924537366947,2007
Fishery,46,2021,1995,Female,2008,2,0.08678924537366947,2008
Fishery,46,2021,1995,Female,2009,2,0.08678924537366947,2009
Fishery,46,2021,1995,Female,2010,2,0.08678924537366947,2010
Fishery,46,2021,1995,Female,2011,2,0.08678924537366947,2011
Fishery,46,2021,1995,Female,2012,2,0.08678924537366947,2012
Fishery,46,2021,1995,Female,2013,2,0.08678924537366947,2013
Fishery,46,2021,1995,Female,2014,2,0.08678924537366947,2014
Fishery,46,2021,1995,Female,2015,2,0.08678924537366947,2015
Fishery,46,2021,1995,Female,2016,2,0.08678924537366947,2016
Fishery,46,2021,1995,Female,2017,2,0.08678924537366947,2017
Fishery,46,2021,1995,Female,2018,2,0.08678924537366947,2018
Fishery,46,2021,1995,Female,2019,2,0.08678924537366947,2019
Fishery,46,2021,1995,Female,2020,2,0.08678924537366947,2020
Fishery,46,2021,1995,Female,2021,2,0.08678924537366947,2021
Fishery,48,2023,2022,Female,2022,2,0.009721217185511258,2022
Fishery,48,2023,2022,Female,2023,2,0.009721217185511258,2023
Survey,24,1999,1975,Male,1975,2,0.06995190435267654,1975
Survey,24,1999,1975,Male,1976,2,0.06995190435267654,1976
Survey,24,1999,1975,Male,1977,2,0.06995190435267654,1977
Survey,24,1999,1975,Male,1978,2,0.06995190435267654,1978
Survey,24,1999,1975,Male,1979,2,0.06995190435267654,1979
Survey,24,1999,1975,Male,1980,2,0.06995190435267654,1980
Survey,24,1999,1975,Male,1981,2,0.06995190435267654,1981
Survey,24,1999,1975,Male,1982,2,0.06995190435267654,1982
Survey,24,1999,1975,Male,1983,2,0.06995190435267654,1983
Survey,24,1999,1975,Male,1984,2,0.06995190435267654,1984
Survey,24,1999,1975,Male,1985,2,0.06995190435267654,1985
Survey,24,1999,1975,Male,1986,2,0.06995190435267654,1986
Survey,24,1999,1975,Male,1987,2,0.06995190435267654,1987
Survey,24,1999,1975,Male,1988,2,0.06995190435267654,1988
Survey,24,1999,1975,Male,1989,2,0.06995190435267654,1989
Survey,24,1999,1975,Male,1990,2,0.06995190435267654,1990
Survey,24,1999,1975,Male,1991,2,0.06995190435267654,1991
Survey,24,1999,1975,Male,1992,2,0.06995190435267654,1992
Survey,24,1999,1975,Male,1993,2,0.06995190435267654,1993
Survey,24,1999,1975,Male,1994,2,0.06995190435267654,1994
Survey,24,1999,1975,Male,1995,2,0.06995190435267654,1995
Survey,24,1999,1975,Male,1996,2,0.06995190435267654,1996
Survey,24,1999,1975,Male,1997,2,0.06995190435267654,1997
Survey,24,1999,1975,Male,1998,2,0.06995190435267654,1998
Survey,24,1999,1975,Male,1999,2,0.06995190435267654,1999
Survey,40,2015,2000,Male,2000,2,0.056726214400292824,2000
Survey,40,2015,2000,Male,2001,2,0.056726214400292824,2001
Survey,40,2015,2000,Male,2002,2,0.056726214400292824,2002
Survey,40,2015,2000,Male,2003,2,0.056726214400292824,2003
Survey,40,2015,2000,Male,2004,2,0.056726214400292824,2004
Survey,40,2015,2000,Male,2005,2,0.056726214400292824,2005
Survey,40,2015,2000,Male,2006,2,0.056726214400292824,2006
Survey,40,2015,2000,Male,2007,2,0.056726214400292824,2007
Survey,40,2015,2000,Male,2008,2,0.056726214400292824,2008
Survey,40,2015,2000,Male,2009,2,0.056726214400292824,2009
Survey,40,2015,2000,Male,2010,2,0.056726214400292824,2010
Survey,40,2015,2000,Male,2011,2,0.056726214400292824,2011
Survey,40,2015,2000,Male,2012,2,0.056726214400292824,2012
Survey,40,2015,2000,Male,2013,2,0.056726214400292824,2013
Survey,40,2015,2000,Male,2014,2,0.056726214400292824,2014
Survey,40,2015,2000,Male,2015,2,0.056726214400292824,2015
Survey,48,2023,2016,Male,2016,2,3.742158150327198e-9,2016
Survey,48,2023,2016,Male,2017,2,3.742158150327198e-9,2017
Survey,48,2023,2016,Male,2018,2,3.742158150327198e-9,2018
Survey,48,2023,2016,Male,2019,2,3.742158150327198e-9,2019
Survey,48,2023,2016,Male,2020,2,3.742158150327198e-9,2020
Survey,48,2023,2016,Male,2021,2,3.742158150327198e-9,2021
Survey,48,2023,2016,Male,2022,2,3.742158150327198e-9,2022
Survey,48,2023,2016,Male,2023,2,3.742158150327198e-9,2023
Survey,24,1999,1975,Female,1975,2,0.052199308935863054,1975
Survey,24,1999,1975,Female,1976,2,0.052199308935863054,1976
Survey,24,1999,1975,Female,1977,2,0.052199308935863054,1977
Survey,24,1999,1975,Female,1978,2,0.052199308935863054,1978
Survey,24,1999,1975,Female,1979,2,0.052199308935863054,1979
Survey,24,1999,1975,Female,1980,2,0.052199308935863054,1980
Survey,24,1999,1975,Female,1981,2,0.052199308935863054,1981
Survey,24,1999,1975,Female,1982,2,0.052199308935863054,1982
Survey,24,1999,1975,Female,1983,2,0.052199308935863054,1983
Survey,24,1999,1975,Female,1984,2,0.052199308935863054,1984
Survey,24,1999,1975,Female,1985,2,0.052199308935863054,1985
Survey,24,1999,1975,Female,1986,2,0.052199308935863054,1986
Survey,24,1999,1975,Female,1987,2,0.052199308935863054,1987
Survey,24,1999,1975,Female,1988,2,0.052199308935863054,1988
Survey,24,1999,1975,Female,1989,2,0.052199308935863054,1989
Survey,24,1999,1975,Female,1990,2,0.052199308935863054,1990
Survey,24,1999,1975,Female,1991,2,0.052199308935863054,1991
Survey,24,1999,1975,Female,1992,2,0.052199308935863054,1992
Survey,24,1999,1975,Female,1993,2,0.052199308935863054,1993
Survey,24,1999,1975,Female,1994,2,0.052199308935863054,1994
Survey,24,1999,1975,Female,1995,2,0.052199308935863054,1995
Survey,24,1999,1975,Female,1996,2,0.052199308935863054,1996
Survey,24,1999,1975,Female,1997,2,0.052199308935863054,1997
Survey,24,1999,1975,Female,1998,2,0.052199308935863054,1998
Survey,24,1999,1975,Female,1999,2,0.052199308935863054,1999
Survey,40,2015,2000,Female,2000,2,0.03353483901828083,2000
Survey,40,2015,2000,Female,2001,2,0.03353483901828083,2001
Survey,40,2015,2000,Female,2002,2,0.03353483901828083,2002
Survey,40,2015,2000,Female,2003,2,0.03353483901828083,2003
Survey,40,2015,2000,Female,2004,2,0.03353483901828083,2004
Survey,40,2015,2000,Female,2005,2,0.03353483901828083,2005
Survey,40,2015,2000,Female,2006,2,0.03353483901828083,2006
Survey,40,2015,2000,Female,2007,2,0.03353483901828083,2007
Survey,40,2015,2000,Female,2008,2,0.03353483901828083,2008
Survey,40,2015,2000,Female,2009,2,0.03353483901828083,2009
Survey,40,2015,2000,Female,2010,2,0.03353483901828083,2010
Survey,40,2015,2000,Female,2011,2,0.03353483901828083,2011
Survey,40,2015,2000,Female,2012,2,0.03353483901828083,2012
Survey,40,2015,2000,Female,2013,2,0.03353483901828083,2013
Survey,40,2015,2000,Female,2014,2,0.03353483901828083,2014
Survey,40,2015,2000,Female,2015,2,0.03353483901828083,2015
Survey,48,2023,2016,Female,2016,2,2.952975699132587e-8,2016
Survey,48,2023,2016,Female,2017,2,2.952975699132587e-8,2017
Survey,48,2023,2016,Female,2018,2,2.952975699132587e-8,2018
Survey,48,2023,2016,Female,2019,2,2.952975699132587e-8,2019
Survey,48,2023,2016,Female,2020,2,2.952975699132587e-8,2020
Survey,48,2023,2016,Female,2021,2,2.952975699132587e-8,2021
Survey,48,2023,2016,Female,2022,2,2.952975699132587e-8,2022
Survey,48,2023,2016,Female,2023,2,2.952975699132587e-8,2023
Fishery,19,1994,1975,Male,1975,3,0.10941914970778302,1975
Fishery,19,1994,1975,Male,1976,3,0.10941914970778302,1976
Fishery,19,1994,1975,Male,1977,3,0.10941914970778302,1977
Fishery,19,1994,1975,Male,1978,3,0.10941914970778302,1978
Fishery,19,1994,1975,Male,1979,3,0.10941914970778302,1979
Fishery,19,1994,1975,Male,1980,3,0.10941914970778302,1980
Fishery,19,1994,1975,Male,1981,3,0.10941914970778302,1981
Fishery,19,1994,1975,Male,1982,3,0.10941914970778302,1982
Fishery,19,1994,1975,Male,1983,3,0.10941914970778302,1983
Fishery,19,1994,1975,Male,1984,3,0.10941914970778302,1984
Fishery,19,1994,1975,Male,1985,3,0.10941914970778302,1985
Fishery,19,1994,1975,Male,1986,3,0.10941914970778302,1986
Fishery,19,1994,1975,Male,1987,3,0.10941914970778302,1987
Fishery,19,1994,1975,Male,1988,3,0.10941914970778302,1988
Fishery,19,1994,1975,Male,1989,3,0.10941914970778302,1989
Fishery,19,1994,1975,Male,1990,3,0.10941914970778302,1990
Fishery,19,1994,1975,Male,1991,3,0.10941914970778302,1991
Fishery,19,1994,1975,Male,1992,3,0.10941914970778302,1992
Fishery,19,1994,1975,Male,1993,3,0.10941914970778302,1993
Fishery,19,1994,1975,Male,1994,3,0.10941914970778302,1994
Fishery,46,2021,1995,Male,1995,3,0.20702066711426995,1995
Fishery,46,2021,1995,Male,1996,3,0.20702066711426995,1996
Fishery,46,2021,1995,Male,1997,3,0.20702066711426995,1997
Fishery,46,2021,1995,Male,1998,3,0.20702066711426995,1998
Fishery,46,2021,1995,Male,1999,3,0.20702066711426995,1999
Fishery,46,2021,1995,Male,2000,3,0.20702066711426995,2000
Fishery,46,2021,1995,Male,2001,3,0.20702066711426995,2001
Fishery,46,2021,1995,Male,2002,3,0.20702066711426995,2002
Fishery,46,2021,1995,Male,2003,3,0.20702066711426995,2003
Fishery,46,2021,1995,Male,2004,3,0.20702066711426995,2004
Fishery,46,2021,1995,Male,2005,3,0.20702066711426995,2005
Fishery,46,2021,1995,Male,2006,3,0.20702066711426995,2006
Fishery,46,2021,1995,Male,2007,3,0.20702066711426995,2007
Fishery,46,2021,1995,Male,2008,3,0.20702066711426995,2008
Fishery,46,2021,1995,Male,2009,3,0.20702066711426995,2009
Fishery,46,2021,1995,Male,2010,3,0.20702066711426995,2010
Fishery,46,2021,1995,Male,2011,3,0.20702066711426995,2011
Fishery,46,2021,1995,Male,2012,3,0.20702066711426995,2012
Fishery,46,2021,1995,Male,2013,3,0.20702066711426995,2013
Fishery,46,2021,1995,Male,2014,3,0.20702066711426995,2014
Fishery,46,2021,1995,Male,2015,3,0.20702066711426995,2015
Fishery,46,2021,1995,Male,2016,3,0.20702066711426995,2016
Fishery,46,2021,1995,Male,2017,3,0.20702066711426995,2017
Fishery,46,2021,1995,Male,2018,3,0.20702066711426995,2018
Fishery,46,2021,1995,Male,2019,3,0.20702066711426995,2019
Fishery,46,2021,1995,Male,2020,3,0.20702066711426995,2020
Fishery,46,2021,1995,Male,2021,3,0.20702066711426995,2021
Fishery,48,2023,2022,Male,2022,3,0.20431332298226598,2022
Fishery,48,2023,2022,Male,2023,3,0.20431332298226598,2023
Fishery,19,1994,1975,Female,1975,3,0.40021642850901507,1975
Fishery,19,1994,1975,Female,1976,3,0.40021642850901507,1976
Fishery,19,1994,1975,Female,1977,3,0.40021642850901507,1977
Fishery,19,1994,1975,Female,1978,3,0.40021642850901507,1978
Fishery,19,1994,1975,Female,1979,3,0.40021642850901507,1979
Fishery,19,1994,1975,Female,1980,3,0.40021642850901507,1980
Fishery,19,1994,1975,Female,1981,3,0.40021642850901507,1981
Fishery,19,1994,1975,Female,1982,3,0.40021642850901507,1982
Fishery,19,1994,1975,Female,1983,3,0.40021642850901507,1983
Fishery,19,1994,1975,Female,1984,3,0.40021642850901507,1984
Fishery,19,1994,1975,Female,1985,3,0.40021642850901507,1985
Fishery,19,1994,1975,Female,1986,3,0.40021642850901507,1986
Fishery,19,1994,1975,Female,1987,3,0.40021642850901507,1987
Fishery,19,1994,1975,Female,1988,3,0.40021642850901507,1988
Fishery,19,1994,1975,Female,1989,3,0.40021642850901507,1989
Fishery,19,1994,1975,Female,1990,3,0.40021642850901507,1990
Fishery,19,1994,1975,Female,1991,3,0.40021642850901507,1991
Fishery,19,1994,1975,Female,1992,3,0.40021642850901507,1992
Fishery,19,1994,1975,Female,1993,3,0.40021642850901507,1993
Fishery,19,1994,1975,Female,1994,3,0.40021642850901507,1994
Fishery,46,2021,1995,Female,1995,3,0.35566898428346816,1995
Fishery,46,2021,1995,Female,1996,3,0.35566898428346816,1996
Fishery,46,2021,1995,Female,1997,3,0.35566898428346816,1997
Fishery,46,2021,1995,Female,1998,3,0.35566898428346816,1998
Fishery,46,2021,1995,Female,1999,3,0.35566898428346816,1999
Fishery,46,2021,1995,Female,2000,3,0.35566898428346816,2000
Fishery,46,2021,1995,Female,2001,3,0.35566898428346816,2001
Fishery,46,2021,1995,Female,2002,3,0.35566898428346816,2002
Fishery,46,2021,1995,Female,2003,3,0.35566898428346816,2003
Fishery,46,2021,1995,Female,2004,3,0.35566898428346816,2004
Fishery,46,2021,1995,Female,2005,3,0.35566898428346816,2005
Fishery,46,2021,1995,Female,2006,3,0.35566898428346816,2006
Fishery,46,2021,1995,Female,2007,3,0.35566898428346816,2007
Fishery,46,2021,1995,Female,2008,3,0.35566898428346816,2008
Fishery,46,2021,1995,Female,2009,3,0.35566898428346816,2009
Fishery,46,2021,1995,Female,2010,3,0.35566898428346816,2010
Fishery,46,2021,1995,Female,2011,3,0.35566898428346816,2011
Fishery,46,2021,1995,Female,2012,3,0.35566898428346816,2012
Fishery,46,2021,1995,Female,2013,3,0.35566898428346816,2013
Fishery,46,2021,1995,Female,2014,3,0.35566898428346816,2014
Fishery,46,2021,1995,Female,2015,3,0.35566898428346816,2015
Fishery,46,2021,1995,Female,2016,3,0.35566898428346816,2016
Fishery,46,2021,1995,Female,2017,3,0.35566898428346816,2017
Fishery,46,2021,1995,Female,2018,3,0.35566898428346816,2018
Fishery,46,2021,1995,Female,2019,3,0.35566898428346816,2019
Fishery,46,2021,1995,Female,2020,3,0.35566898428346816,2020
Fishery,46,2021,1995,Female,2021,3,0.35566898428346816,2021
Fishery,48,2023,2022,Female,2022,3,0.10496129545060237,2022
Fishery,48,2023,2022,Female,2023,3,0.10496129545060237,2023
Survey,24,1999,1975,Male,1975,3,0.10941914970778302,1975
Survey,24,1999,1975,Male,1976,3,0.10941914970778302,1976
Survey,24,1999,1975,Male,1977,3,0.10941914970778302,1977
Survey,24,1999,1975,Male,1978,3,0.10941914970778302,1978
Survey,24,1999,1975,Male,1979,3,0.10941914970778302,1979
Survey,24,1999,1975,Male,1980,3,0.10941914970778302,1980
Survey,24,1999,1975,Male,1981,3,0.10941914970778302,1981
Survey,24,1999,1975,Male,1982,3,0.10941914970778302,1982
Survey,24,1999,1975,Male,1983,3,0.10941914970778302,1983
Survey,24,1999,1975,Male,1984,3,0.10941914970778302,1984
Survey,24,1999,1975,Male,1985,3,0.10941914970778302,1985
Survey,24,1999,1975,Male,1986,3,0.10941914970778302,1986
Survey,24,1999,1975,Male,1987,3,0.10941914970778302,1987
Survey,24,1999,1975,Male,1988,3,0.10941914970778302,1988
Survey,24,1999,1975,Male,1989,3,0.10941914970778302,1989
Survey,24,1999,1975,Male,1990,3,0.10941914970778302,1990
Survey,24,1999,1975,Male,1991,3,0.10941914970778302,1991
Survey,24,1999,1975,Male,1992,3,0.10941914970778302,1992
Survey,24,1999,1975,Male,1993,3,0.10941914970778302,1993
Survey,24,1999,1975,Male,1994,3,0.10941914970778302,1994
Survey,24,1999,1975,Male,1995,3,0.10941914970778302,1995
Survey,24,1999,1975,Male,1996,3,0.10941914970778302,1996
Survey,24,1999,1975,Male,1997,3,0.10941914970778302,1997
Survey,24,1999,1975,Male,1998,3,0.10941914970778302,1998
Survey,24,1999,1975,Male,1999,3,0.10941914970778302,1999
Survey,40,2015,2000,Male,2000,3,0.08715563704926707,2000
Survey,40,2015,2000,Male,2001,3,0.08715563704926707,2001
Survey,40,2015,2000,Male,2002,3,0.08715563704926707,2002
Survey,40,2015,2000,Male,2003,3,0.08715563704926707,2003
Survey,40,2015,2000,Male,2004,3,0.08715563704926707,2004
Survey,40,2015,2000,Male,2005,3,0.08715563704926707,2005
Survey,40,2015,2000,Male,2006,3,0.08715563704926707,2006
Survey,40,2015,2000,Male,2007,3,0.08715563704926707,2007
Survey,40,2015,2000,Male,2008,3,0.08715563704926707,2008
Survey,40,2015,2000,Male,2009,3,0.08715563704926707,2009
Survey,40,2015,2000,Male,2010,3,0.08715563704926707,2010
Survey,40,2015,2000,Male,2011,3,0.08715563704926707,2011
Survey,40,2015,2000,Male,2012,3,0.08715563704926707,2012
Survey,40,2015,2000,Male,2013,3,0.08715563704926707,2013
Survey,40,2015,2000,Male,2014,3,0.08715563704926707,2014
Survey,40,2015,2000,Male,2015,3,0.08715563704926707,2015
Survey,48,2023,2016,Male,2016,3,0.665338117523967,2016
Survey,48,2023,2016,Male,2017,3,0.665338117523967,2017
Survey,48,2023,2016,Male,2018,3,0.665338117523967,2018
Survey,48,2023,2016,Male,2019,3,0.665338117523967,2019
Survey,48,2023,2016,Male,2020,3,0.665338117523967,2020
Survey,48,2023,2016,Male,2021,3,0.665338117523967,2021
Survey,48,2023,2016,Male,2022,3,0.665338117523967,2022
Survey,48,2023,2016,Male,2023,3,0.665338117523967,2023
Survey,24,1999,1975,Female,1975,3,0.14247098827391325,1975
Survey,24,1999,1975,Female,1976,3,0.14247098827391325,1976
Survey,24,1999,1975,Female,1977,3,0.14247098827391325,1977
Survey,24,1999,1975,Female,1978,3,0.14247098827391325,1978
Survey,24,1999,1975,Female,1979,3,0.14247098827391325,1979
Survey,24,1999,1975,Female,1980,3,0.14247098827391325,1980
Survey,24,1999,1975,Female,1981,3,0.14247098827391325,1981
Survey,24,1999,1975,Female,1982,3,0.14247098827391325,1982
Survey,24,1999,1975,Female,1983,3,0.14247098827391325,1983
Survey,24,1999,1975,Female,1984,3,0.14247098827391325,1984
Survey,24,1999,1975,Female,1985,3,0.14247098827391325,1985
Survey,24,1999,1975,Female,1986,3,0.14247098827391325,1986
Survey,24,1999,1975,Female,1987,3,0.14247098827391325,1987
Survey,24,1999,1975,Female,1988,3,0.14247098827391325,1988
Survey,24,1999,1975,Female,1989,3,0.14247098827391325,1989
Survey,24,1999,1975,Female,1990,3,0.14247098827391325,1990
Survey,24,1999,1975,Female,1991,3,0.14247098827391325,1991
Survey,24,1999,1975,Female,1992,3,0.14247098827391325,1992
Survey,24,1999,1975,Female,1993,3,0.14247098827391325,1993
Survey,24,1999,1975,Female,1994,3,0.14247098827391325,1994
Survey,24,1999,1975,Female,1995,3,0.14247098827391325,1995
Survey,24,1999,1975,Female,1996,3,0.14247098827391325,1996
Survey,24,1999,1975,Female,1997,3,0.14247098827391325,1997
Survey,24,1999,1975,Female,1998,3,0.14247098827391325,1998
Survey,24,1999,1975,Female,1999,3,0.14247098827391325,1999
Survey,40,2015,2000,Female,2000,3,0.07302019874576267,2000
Survey,40,2015,2000,Female,2001,3,0.07302019874576267,2001
Survey,40,2015,2000,Female,2002,3,0.07302019874576267,2002
Survey,40,2015,2000,Female,2003,3,0.07302019874576267,2003
Survey,40,2015,2000,Female,2004,3,0.07302019874576267,2004
Survey,40,2015,2000,Female,2005,3,0.07302019874576267,2005
Survey,40,2015,2000,Female,2006,3,0.07302019874576267,2006
Survey,40,2015,2000,Female,2007,3,0.07302019874576267,2007
Survey,40,2015,2000,Female,2008,3,0.07302019874576267,2008
Survey,40,2015,2000,Female,2009,3,0.07302019874576267,2009
Survey,40,2015,2000,Female,2010,3,0.07302019874576267,2010
Survey,40,2015,2000,Female,2011,3,0.07302019874576267,2011
Survey,40,2015,2000,Female,2012,3,0.07302019874576267,2012
Survey,40,2015,2000,Female,2013,3,0.07302019874576267,2013
Survey,40,2015,2000,Female,2014,3,0.07302019874576267,2014
Survey,40,2015,2000,Female,2015,3,0.07302019874576267,2015
Survey,48,2023,2016,Female,2016,3,0.8017440784376207,2016
Survey,48,2023,2016,Female,2017,3,0.8017440784376207,2017
Survey,48,2023,2016,Female,2018,3,0.8017440784376207,2018
Survey,48,2023,2016,Female,2019,3,0.8017440784376207,2019
Survey,48,2023,2016,Female,2020,3,0.8017440784376207,2020
Survey,48,2023,2016,Female,2021,3,0.8017440784376207,2021
Survey,48,2023,2016,Female,2022,3,0.8017440784376207,2022
Survey,48,2023,2016,Female,2023,3,0.8017440784376207,2023
Fishery,19,1994,1975,Male,1975,4,0.1671520005455139,1975
Fishery,19,1994,1975,Male,1976,4,0.1671520005455139,1976
Fishery,19,1994,1975,Male,1977,4,0.1671520005455139,1977
Fishery,19,1994,1975,Male,1978,4,0.1671520005455139,1978
Fishery,19,1994,1975,Male,1979,4,0.1671520005455139,1979
Fishery,19,1994,1975,Male,1980,4,0.1671520005455139,1980
Fishery,19,1994,1975,Male,1981,4,0.1671520005455139,1981
Fishery,19,1994,1975,Male,1982,4,0.1671520005455139,1982
Fishery,19,1994,1975,Male,1983,4,0.1671520005455139,1983
Fishery,19,1994,1975,Male,1984,4,0.1671520005455139,1984
Fishery,19,1994,1975,Male,1985,4,0.1671520005455139,1985
Fishery,19,1994,1975,Male,1986,4,0.1671520005455139,1986
Fishery,19,1994,1975,Male,1987,4,0.1671520005455139,1987
Fishery,19,1994,1975,Male,1988,4,0.1671520005455139,1988
Fishery,19,1994,1975,Male,1989,4,0.1671520005455139,1989
Fishery,19,1994,1975,Male,1990,4,0.1671520005455139,1990
Fishery,19,1994,1975,Male,1991,4,0.1671520005455139,1991
Fishery,19,1994,1975,Male,1992,4,0.1671520005455139,1992
Fishery,19,1994,1975,Male,1993,4,0.1671520005455139,1993
Fishery,19,1994,1975,Male,1994,4,0.1671520005455139,1994
Fishery,46,2021,1995,Male,1995,4,0.39125246470209685,1995
Fishery,46,2021,1995,Male,1996,4,0.39125246470209685,1996
Fishery,46,2021,1995,Male,1997,4,0.39125246470209685,1997
Fishery,46,2021,1995,Male,1998,4,0.39125246470209685,1998
Fishery,46,2021,1995,Male,1999,4,0.39125246470209685,1999
Fishery,46,2021,1995,Male,2000,4,0.39125246470209685,2000
Fishery,46,2021,1995,Male,2001,4,0.39125246470209685,2001
Fishery,46,2021,1995,Male,2002,4,0.39125246470209685,2002
Fishery,46,2021,1995,Male,2003,4,0.39125246470209685,2003
Fishery,46,2021,1995,Male,2004,4,0.39125246470209685,2004
Fishery,46,2021,1995,Male,2005,4,0.39125246470209685,2005
Fishery,46,2021,1995,Male,2006,4,0.39125246470209685,2006
Fishery,46,2021,1995,Male,2007,4,0.39125246470209685,2007
Fishery,46,2021,1995,Male,2008,4,0.39125246470209685,2008
Fishery,46,2021,1995,Male,2009,4,0.39125246470209685,2009
