year,catch,sigma_catch,upper_catch,lower_catch,fsh_cpue,sigma_fsh_cpue,upper_fsh_cpue,lower_fsh_cpue,srv_cpue,sigma_srv_cpue,upper_srv_cpue,lower_srv_cpue,mr,sigma_mr,upper_mr,lower_mr,index
2010,512.92681404016,0.05,790.8178694852016,332.6858518417836,0.39717862688239997,0.08,0.6841152799054202,0.23059105137075425,0.21793299290006923,0.04925611669176155,0.3349449929000692,0.14179877413050834,2.1960929841457775,0.05,3.3858818205156,1.4243924184807757,35
2011,427.33643489328,0.05,658.8567408551304,277.1716782472023,0.4392060575648,0.08,0.7565048939455251,0.2549910285385477,0.25388705059725103,0.04274456443150987,0.37913105059725116,0.17001676428092186,NA,NA,NA,NA,36
2012,481.43555441136004,0.05,742.2654246424504,312.26052751011815,0.47002300732639996,0.08,0.8095851575475,0.27288250699333144,0.27114531636453104,0.033778573073843576,0.38756931636453096,0.18969453845327658,1.8518010423667988,0.05,2.855061024203599,1.2010836446017146,37
2013,471.10474713576,0.05,726.3376416213188,305.55993529185463,0.4279919025488,0.08,0.7371892151087956,0.2484803967463196,0.21010868972634872,0.054535145152329045,0.3300606897263488,0.13375013405905428,2.009979505530933,0.05,3.0989366645753855,1.3036786646325136,38
2014,384.36310613368,0.05,592.6015259509372,249.29904984578448,0.45609623607280003,0.08,0.7855971673348336,0.2647970043801245,0.20711234088044717,0.039574640988150334,0.30472034088044697,0.14077012916511553,NA,NA,NA,NA,39
2015,383.50556777808,0.05,591.2793945341062,248.74284792669843,0.40141980280080003,0.08,0.6914204394839176,0.2330533621495308,0.18472056517318255,0.05486204612417844,0.29056056517318263,0.11743399238490072,1.886497892777188,0.05,2.9085557695908864,1.2235881246153164,40
2016,316.10695391912,0.05,487.36587946872817,205.02790721613545,0.36987456572399996,0.08,0.637085746648425,0.21473905999189535,0.20228490713912275,0.04486282093055083,0.3049889071391226,0.13416613751666043,NA,NA,NA,NA,41
2017,337.68578138944,0.05,520.6355816932077,219.02399867051625,0.3913064248504,0.08,0.6740007801189746,0.22718181142486646,0.22757031247269469,0.07027846922988701,0.3792743124726947,0.1365456225634799,2.0617200047632926,0.05,3.178708885970369,1.3372377057874354,42
2018,396.79726033656004,0.05,611.7721972171151,257.36387911515715,0.48781665037999994,0.08,0.8402335919652838,0.28321300964814927,0.21402866395480255,0.06109817689321706,0.3449566639548026,0.13279427180534115,2.9451891116180566,0.05,4.540819693427935,1.91025838699297,43
2019,412.46991173408,0.05,635.9359033212003,267.52920726350203,0.4186992993224,0.08,0.7211832887396485,0.24308536538532627,0.1920522258163907,0.050178223396806,0.2963242258163906,0.12447196087127936,3.5082204487622537,0.05,5.40888747679579,2.2754421810240024,44
2020,499.44750675864,0.05,770.0358070647461,323.94313318789284,0.42326688004400004,0.08,0.7290506601245977,0.24573717786849492,0.3574487567026676,0.037530406328962984,0.5207167567026674,0.24537257928352038,3.0692428975417108,0.05,4.7320827508473435,1.9907200402240248,45
2021,491.4047672164,0.05,757.635710256548,318.72658848305275,0.4600914744088,0.08,0.7924787148490475,0.26711653052282336,0.33592215949080106,0.022295277386535473,0.4494061594908009,0.25109512821279667,NA,NA,NA,NA,46
2022,537.10499582568,0.05,828.0951918716934,348.36789220918683,0.6254759710432,0.08,1.0773431399445088,0.3631342474344661,0.34964761742151207,0.020906230283211258,0.46352361742151194,0.263748063256434,3.925208106796537,0.05,6.051788729570767,2.5459016119278903,47
2023,579.3857803196801,0.05,893.2826591642297,375.79133434731585,0.4937813398208,0.08,0.8505073955140082,0.2866759452548565,0.32333815674698885,0.01880467893792348,0.42251415674698867,0.24744156364717002,NA,NA,NA,NA,48
